"instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date"
5184,"8/8/2011",3,0,8,21,0,"mon","yes","1_clear",0.76,0.7121,0.58,0.0896,30,156,186,2011-08-08 21:00:00
5185,"8/8/2011",3,0,8,22,0,"mon","yes","1_clear",0.76,0.7121,0.58,0.1045,26,121,147,2011-08-08 22:00:00
5186,"8/8/2011",3,0,8,23,0,"mon","yes","1_clear",0.74,0.697,0.66,0.1045,19,53,72,2011-08-08 23:00:00
5187,"8/9/2011",3,0,8,0,0,"tue","yes","1_clear",0.72,0.697,0.79,0.1343,10,25,35,2011-08-09 00:00:00
5188,"8/9/2011",3,0,8,1,0,"tue","yes","1_clear",0.72,0.6818,0.66,0,5,9,14,2011-08-09 01:00:00
5189,"8/9/2011",3,0,8,2,0,"tue","yes","1_clear",0.72,0.6818,0.7,0,9,3,12,2011-08-09 02:00:00
5190,"8/9/2011",3,0,8,3,0,"tue","yes","1_clear",0.72,0.6818,0.62,0,0,3,3,2011-08-09 03:00:00
5191,"8/9/2011",3,0,8,4,0,"tue","yes","1_clear",0.7,0.6667,0.74,0,1,6,7,2011-08-09 04:00:00
5192,"8/9/2011",3,0,8,5,0,"tue","yes","1_clear",0.7,0.6515,0.65,0.0896,5,25,30,2011-08-09 05:00:00
5193,"8/9/2011",3,0,8,6,0,"tue","yes","1_clear",0.72,0.6667,0.64,0,6,95,101,2011-08-09 06:00:00
5194,"8/9/2011",3,0,8,7,0,"tue","yes","1_clear",0.72,0.697,0.74,0.1045,30,313,343,2011-08-09 07:00:00
5195,"8/9/2011",3,0,8,8,0,"tue","yes","1_clear",0.74,0.697,0.66,0,40,352,392,2011-08-09 08:00:00
5196,"8/9/2011",3,0,8,9,0,"tue","yes","2_Mist+cloudy",0.78,0.7424,0.62,0.1343,34,141,175,2011-08-09 09:00:00
5197,"8/9/2011",3,0,8,10,0,"tue","yes","2_Mist+cloudy",0.8,0.7727,0.59,0.2239,55,89,144,2011-08-09 10:00:00
5198,"8/9/2011",3,0,8,11,0,"tue","yes","1_clear",0.8,0.7727,0.59,0.2239,61,88,149,2011-08-09 11:00:00
5199,"8/9/2011",3,0,8,12,0,"tue","yes","1_clear",0.82,0.7879,0.56,0.194,60,125,185,2011-08-09 12:00:00
5200,"8/9/2011",3,0,8,13,0,"tue","yes","1_clear",0.84,0.7879,0.49,0.1642,48,127,175,2011-08-09 13:00:00
5201,"8/9/2011",3,0,8,14,0,"tue","yes","1_clear",0.86,0.7879,0.44,0.2836,53,95,148,2011-08-09 14:00:00
5202,"8/9/2011",3,0,8,15,0,"tue","yes","1_clear",0.86,0.7727,0.39,0.2836,58,106,164,2011-08-09 15:00:00
5203,"8/9/2011",3,0,8,16,0,"tue","yes","1_clear",0.86,0.7727,0.39,0.2985,57,228,285,2011-08-09 16:00:00
5204,"8/9/2011",3,0,8,17,0,"tue","yes","1_clear",0.8,0.7576,0.55,0.1642,79,453,532,2011-08-09 17:00:00
5205,"8/9/2011",3,0,8,18,0,"tue","yes","1_clear",0.8,0.7576,0.55,0.194,97,488,585,2011-08-09 18:00:00
5206,"8/9/2011",3,0,8,19,0,"tue","yes","1_clear",0.8,0.7424,0.49,0.1045,69,302,371,2011-08-09 19:00:00
5207,"8/9/2011",3,0,8,20,0,"tue","yes","1_clear",0.8,0.7273,0.43,0.194,34,258,292,2011-08-09 20:00:00
5208,"8/9/2011",3,0,8,21,0,"tue","yes","1_clear",0.78,0.697,0.46,0.2537,46,184,230,2011-08-09 21:00:00
5209,"8/9/2011",3,0,8,22,0,"tue","yes","1_clear",0.78,0.697,0.46,0.2985,28,127,155,2011-08-09 22:00:00
5210,"8/9/2011",3,0,8,23,0,"tue","yes","1_clear",0.76,0.6818,0.48,0.2836,22,53,75,2011-08-09 23:00:00
5211,"8/10/2011",3,0,8,0,0,"wed","yes","1_clear",0.74,0.6667,0.51,0.2239,19,18,37,2011-08-10 00:00:00
5212,"8/10/2011",3,0,8,1,0,"wed","yes","1_clear",0.72,0.6667,0.54,0.194,7,10,17,2011-08-10 01:00:00
5213,"8/10/2011",3,0,8,2,0,"wed","yes","1_clear",0.72,0.6667,0.54,0.1642,1,10,11,2011-08-10 02:00:00
5214,"8/10/2011",3,0,8,3,0,"wed","yes","1_clear",0.7,0.6515,0.58,0.1642,1,3,4,2011-08-10 03:00:00
5215,"8/10/2011",3,0,8,4,0,"wed","yes","1_clear",0.7,0.6515,0.54,0.1343,1,4,5,2011-08-10 04:00:00
5216,"8/10/2011",3,0,8,5,0,"wed","yes","1_clear",0.68,0.6364,0.61,0.0896,2,30,32,2011-08-10 05:00:00
5217,"8/10/2011",3,0,8,6,0,"wed","yes","1_clear",0.68,0.6364,0.61,0,9,110,119,2011-08-10 06:00:00
5218,"8/10/2011",3,0,8,7,0,"wed","yes","1_clear",0.7,0.6515,0.58,0.0896,16,289,305,2011-08-10 07:00:00
5219,"8/10/2011",3,0,8,8,0,"wed","yes","1_clear",0.74,0.6667,0.51,0.194,38,361,399,2011-08-10 08:00:00
5220,"8/10/2011",3,0,8,9,0,"wed","yes","1_clear",0.76,0.6818,0.48,0.2239,32,148,180,2011-08-10 09:00:00
5221,"8/10/2011",3,0,8,10,0,"wed","yes","1_clear",0.8,0.7273,0.43,0.2239,41,72,113,2011-08-10 10:00:00
5222,"8/10/2011",3,0,8,11,0,"wed","yes","1_clear",0.8,0.7121,0.41,0.3881,54,95,149,2011-08-10 11:00:00
5223,"8/10/2011",3,0,8,12,0,"wed","yes","1_clear",0.82,0.7273,0.38,0.2985,74,166,240,2011-08-10 12:00:00
5224,"8/10/2011",3,0,8,13,0,"wed","yes","1_clear",0.82,0.7273,0.38,0.2836,41,150,191,2011-08-10 13:00:00
5225,"8/10/2011",3,0,8,14,0,"wed","yes","1_clear",0.84,0.7273,0.34,0.3284,62,116,178,2011-08-10 14:00:00
5226,"8/10/2011",3,0,8,15,0,"wed","yes","1_clear",0.86,0.7424,0.3,0.3284,53,141,194,2011-08-10 15:00:00
5227,"8/10/2011",3,0,8,16,0,"wed","yes","1_clear",0.86,0.7424,0.26,0.2985,76,206,282,2011-08-10 16:00:00
5228,"8/10/2011",3,0,8,17,0,"wed","yes","1_clear",0.84,0.7121,0.26,0.2985,71,513,584,2011-08-10 17:00:00
5229,"8/10/2011",3,0,8,18,0,"wed","yes","1_clear",0.82,0.7121,0.28,0.2985,70,489,559,2011-08-10 18:00:00
5230,"8/10/2011",3,0,8,19,0,"wed","yes","1_clear",0.8,0.697,0.26,0.2537,79,334,413,2011-08-10 19:00:00
5231,"8/10/2011",3,0,8,20,0,"wed","yes","1_clear",0.76,0.6667,0.31,0.1343,59,253,312,2011-08-10 20:00:00
5232,"8/10/2011",3,0,8,21,0,"wed","yes","1_clear",0.76,0.6667,0.33,0.1045,47,162,209,2011-08-10 21:00:00
5233,"8/10/2011",3,0,8,22,0,"wed","yes","1_clear",0.74,0.6515,0.37,0,17,122,139,2011-08-10 22:00:00
5234,"8/10/2011",3,0,8,23,0,"wed","yes","1_clear",0.74,0.6515,0.37,0.0896,14,94,108,2011-08-10 23:00:00
5235,"8/11/2011",3,0,8,0,0,"thu","yes","1_clear",0.7,0.6364,0.45,0.1045,6,40,46,2011-08-11 00:00:00
5236,"8/11/2011",3,0,8,1,0,"thu","yes","1_clear",0.7,0.6364,0.45,0.1343,9,17,26,2011-08-11 01:00:00
5237,"8/11/2011",3,0,8,2,0,"thu","yes","1_clear",0.66,0.6212,0.54,0.1343,3,8,11,2011-08-11 02:00:00
5238,"8/11/2011",3,0,8,3,0,"thu","yes","1_clear",0.64,0.6212,0.57,0.1343,2,7,9,2011-08-11 03:00:00
5239,"8/11/2011",3,0,8,4,0,"thu","yes","1_clear",0.64,0.6212,0.57,0.1642,1,4,5,2011-08-11 04:00:00
5240,"8/11/2011",3,0,8,5,0,"thu","yes","1_clear",0.64,0.6212,0.61,0.194,2,23,25,2011-08-11 05:00:00
5241,"8/11/2011",3,0,8,6,0,"thu","yes","1_clear",0.62,0.6061,0.65,0.1642,5,101,106,2011-08-11 06:00:00
5242,"8/11/2011",3,0,8,7,0,"thu","yes","1_clear",0.66,0.6212,0.54,0.1343,15,292,307,2011-08-11 07:00:00
5243,"8/11/2011",3,0,8,8,0,"thu","yes","1_clear",0.7,0.6364,0.45,0.1642,29,361,390,2011-08-11 08:00:00
5244,"8/11/2011",3,0,8,9,0,"thu","yes","1_clear",0.72,0.6515,0.39,0.2239,31,166,197,2011-08-11 09:00:00
5245,"8/11/2011",3,0,8,10,0,"thu","yes","1_clear",0.74,0.6515,0.37,0.2537,36,96,132,2011-08-11 10:00:00
5246,"8/11/2011",3,0,8,11,0,"thu","yes","1_clear",0.76,0.6667,0.35,0.2537,59,128,187,2011-08-11 11:00:00
5247,"8/11/2011",3,0,8,12,0,"thu","yes","1_clear",0.78,0.6818,0.31,0.2537,50,164,214,2011-08-11 12:00:00
5248,"8/11/2011",3,0,8,13,0,"thu","yes","1_clear",0.76,0.6667,0.31,0.2239,51,166,217,2011-08-11 13:00:00
5249,"8/11/2011",3,0,8,14,0,"thu","yes","1_clear",0.8,0.697,0.29,0,39,103,142,2011-08-11 14:00:00
5250,"8/11/2011",3,0,8,15,0,"thu","yes","1_clear",0.8,0.697,0.29,0.2985,52,126,178,2011-08-11 15:00:00
5251,"8/11/2011",3,0,8,16,0,"thu","yes","1_clear",0.8,0.697,0.27,0.194,57,241,298,2011-08-11 16:00:00
5252,"8/11/2011",3,0,8,17,0,"thu","yes","1_clear",0.8,0.697,0.29,0.2537,96,486,582,2011-08-11 17:00:00
5253,"8/11/2011",3,0,8,18,0,"thu","yes","1_clear",0.78,0.6818,0.29,0.0896,74,497,571,2011-08-11 18:00:00
5254,"8/11/2011",3,0,8,19,0,"thu","yes","1_clear",0.74,0.6515,0.35,0.194,48,323,371,2011-08-11 19:00:00
5255,"8/11/2011",3,0,8,20,0,"thu","yes","1_clear",0.72,0.6515,0.37,0.1343,56,232,288,2011-08-11 20:00:00
5256,"8/11/2011",3,0,8,21,0,"thu","yes","1_clear",0.7,0.6515,0.48,0.0896,35,171,206,2011-08-11 21:00:00
5257,"8/11/2011",3,0,8,22,0,"thu","yes","1_clear",0.7,0.6515,0.48,0,34,123,157,2011-08-11 22:00:00
5258,"8/11/2011",3,0,8,23,0,"thu","yes","1_clear",0.66,0.6212,0.5,0.1642,22,105,127,2011-08-11 23:00:00
5259,"8/12/2011",3,0,8,0,0,"fri","yes","1_clear",0.64,0.6212,0.53,0.1642,12,53,65,2011-08-12 00:00:00
5260,"8/12/2011",3,0,8,1,0,"fri","yes","1_clear",0.64,0.6212,0.53,0.1343,4,19,23,2011-08-12 01:00:00
5261,"8/12/2011",3,0,8,2,0,"fri","yes","1_clear",0.62,0.6212,0.57,0.194,0,15,15,2011-08-12 02:00:00
5262,"8/12/2011",3,0,8,3,0,"fri","yes","1_clear",0.62,0.6212,0.53,0.1642,0,9,9,2011-08-12 03:00:00
5263,"8/12/2011",3,0,8,4,0,"fri","yes","1_clear",0.62,0.6212,0.53,0.1343,0,5,5,2011-08-12 04:00:00
5264,"8/12/2011",3,0,8,5,0,"fri","yes","1_clear",0.6,0.6212,0.56,0.1343,2,24,26,2011-08-12 05:00:00
5265,"8/12/2011",3,0,8,6,0,"fri","yes","1_clear",0.62,0.6212,0.5,0.1343,3,73,76,2011-08-12 06:00:00
5266,"8/12/2011",3,0,8,7,0,"fri","yes","1_clear",0.64,0.6212,0.44,0.1642,17,247,264,2011-08-12 07:00:00
5267,"8/12/2011",3,0,8,8,0,"fri","yes","1_clear",0.68,0.6364,0.39,0.2239,29,397,426,2011-08-12 08:00:00
5268,"8/12/2011",3,0,8,9,0,"fri","yes","1_clear",0.72,0.6515,0.34,0.1343,27,178,205,2011-08-12 09:00:00
5269,"8/12/2011",3,0,8,10,0,"fri","yes","1_clear",0.74,0.6515,0.33,0.1045,44,86,130,2011-08-12 10:00:00
5270,"8/12/2011",3,0,8,11,0,"fri","yes","1_clear",0.76,0.6667,0.29,0,48,108,156,2011-08-12 11:00:00
5271,"8/12/2011",3,0,8,12,0,"fri","yes","1_clear",0.8,0.697,0.27,0,55,167,222,2011-08-12 12:00:00
5272,"8/12/2011",3,0,8,13,0,"fri","yes","1_clear",0.78,0.6818,0.29,0.0896,74,179,253,2011-08-12 13:00:00
5273,"8/12/2011",3,0,8,14,0,"fri","yes","1_clear",0.8,0.697,0.29,0.194,51,135,186,2011-08-12 14:00:00
5274,"8/12/2011",3,0,8,15,0,"fri","yes","1_clear",0.8,0.697,0.29,0.1642,59,190,249,2011-08-12 15:00:00
5275,"8/12/2011",3,0,8,16,0,"fri","yes","1_clear",0.82,0.7121,0.28,0,68,266,334,2011-08-12 16:00:00
5276,"8/12/2011",3,0,8,17,0,"fri","yes","1_clear",0.82,0.7121,0.26,0,93,423,516,2011-08-12 17:00:00
5277,"8/12/2011",3,0,8,18,0,"fri","yes","1_clear",0.76,0.6818,0.4,0.2985,89,376,465,2011-08-12 18:00:00
5278,"8/12/2011",3,0,8,19,0,"fri","yes","1_clear",0.74,0.6667,0.42,0.2239,101,284,385,2011-08-12 19:00:00
5279,"8/12/2011",3,0,8,20,0,"fri","yes","1_clear",0.72,0.6515,0.42,0.2239,77,210,287,2011-08-12 20:00:00
5280,"8/12/2011",3,0,8,21,0,"fri","yes","1_clear",0.7,0.6515,0.48,0.1343,73,153,226,2011-08-12 21:00:00
5281,"8/12/2011",3,0,8,22,0,"fri","yes","1_clear",0.68,0.6364,0.51,0,74,157,231,2011-08-12 22:00:00
5282,"8/12/2011",3,0,8,23,0,"fri","yes","1_clear",0.68,0.6364,0.51,0,51,100,151,2011-08-12 23:00:00
5283,"8/13/2011",3,0,8,0,0,"sat","no","1_clear",0.68,0.6364,0.51,0.1045,15,69,84,2011-08-13 00:00:00
5284,"8/13/2011",3,0,8,1,0,"sat","no","2_Mist+cloudy",0.68,0.6364,0.57,0.0896,13,64,77,2011-08-13 01:00:00
5285,"8/13/2011",3,0,8,2,0,"sat","no","1_clear",0.68,0.6364,0.57,0,16,58,74,2011-08-13 02:00:00
5286,"8/13/2011",3,0,8,3,0,"sat","no","1_clear",0.66,0.6212,0.65,0.1343,9,18,27,2011-08-13 03:00:00
5287,"8/13/2011",3,0,8,4,0,"sat","no","2_Mist+cloudy",0.64,0.6061,0.73,0.1343,5,5,10,2011-08-13 04:00:00
5288,"8/13/2011",3,0,8,5,0,"sat","no","1_clear",0.64,0.6061,0.73,0.1045,3,15,18,2011-08-13 05:00:00
5289,"8/13/2011",3,0,8,6,0,"sat","no","1_clear",0.64,0.6061,0.73,0.0896,3,19,22,2011-08-13 06:00:00
5290,"8/13/2011",3,0,8,7,0,"sat","no","2_Mist+cloudy",0.66,0.6212,0.74,0.194,10,34,44,2011-08-13 07:00:00
5291,"8/13/2011",3,0,8,8,0,"sat","no","2_Mist+cloudy",0.7,0.6515,0.65,0.1642,28,90,118,2011-08-13 08:00:00
5292,"8/13/2011",3,0,8,9,0,"sat","no","2_Mist+cloudy",0.7,0.6667,0.74,0.1642,70,138,208,2011-08-13 09:00:00
5293,"8/13/2011",3,0,8,10,0,"sat","no","2_Mist+cloudy",0.72,0.697,0.74,0.2239,97,163,260,2011-08-13 10:00:00
5294,"8/13/2011",3,0,8,11,0,"sat","no","2_Mist+cloudy",0.74,0.697,0.7,0.194,122,192,314,2011-08-13 11:00:00
5295,"8/13/2011",3,0,8,12,0,"sat","no","2_Mist+cloudy",0.66,0.5909,0.89,0.1642,175,246,421,2011-08-13 12:00:00
5296,"8/13/2011",3,0,8,13,0,"sat","no","2_Mist+cloudy",0.74,0.7121,0.74,0.3284,61,92,153,2011-08-13 13:00:00
5297,"8/13/2011",3,0,8,14,0,"sat","no","1_clear",0.74,0.697,0.7,0.2537,113,146,259,2011-08-13 14:00:00
5298,"8/13/2011",3,0,8,15,0,"sat","no","3_Light snow/rain",0.68,0.6364,0.79,0.3582,150,208,358,2011-08-13 15:00:00
5299,"8/13/2011",3,0,8,16,0,"sat","no","2_Mist+cloudy",0.7,0.6667,0.74,0.2836,148,133,281,2011-08-13 16:00:00
5300,"8/13/2011",3,0,8,17,0,"sat","no","2_Mist+cloudy",0.72,0.697,0.74,0.2537,97,172,269,2011-08-13 17:00:00
5301,"8/13/2011",3,0,8,18,0,"sat","no","1_clear",0.7,0.6667,0.74,0.2239,123,169,292,2011-08-13 18:00:00
5302,"8/13/2011",3,0,8,19,0,"sat","no","2_Mist+cloudy",0.68,0.6364,0.79,0.2836,67,170,237,2011-08-13 19:00:00
5303,"8/13/2011",3,0,8,20,0,"sat","no","2_Mist+cloudy",0.68,0.6364,0.83,0.2239,78,105,183,2011-08-13 20:00:00
5304,"8/13/2011",3,0,8,21,0,"sat","no","2_Mist+cloudy",0.68,0.6364,0.83,0.3881,40,127,167,2011-08-13 21:00:00
5305,"8/13/2011",3,0,8,22,0,"sat","no","2_Mist+cloudy",0.68,0.6364,0.83,0.3881,36,118,154,2011-08-13 22:00:00
5306,"8/13/2011",3,0,8,23,0,"sat","no","2_Mist+cloudy",0.66,0.6061,0.83,0.3284,25,95,120,2011-08-13 23:00:00
5307,"8/14/2011",3,0,8,0,0,"Sun","no","3_Light snow/rain",0.66,0.6061,0.83,0.2985,19,71,90,2011-08-14 00:00:00
5308,"8/14/2011",3,0,8,1,0,"Sun","no","3_Light snow/rain",0.64,0.5758,0.89,0.2239,16,57,73,2011-08-14 01:00:00
5309,"8/14/2011",3,0,8,2,0,"Sun","no","3_Light snow/rain",0.64,0.5758,0.89,0.2239,13,49,62,2011-08-14 02:00:00
5310,"8/14/2011",3,0,8,3,0,"Sun","no","2_Mist+cloudy",0.64,0.5606,0.94,0.2537,5,22,27,2011-08-14 03:00:00
5311,"8/14/2011",3,0,8,4,0,"Sun","no","3_Light snow/rain",0.64,0.5606,0.94,0.194,1,2,3,2011-08-14 04:00:00
5312,"8/14/2011",3,0,8,5,0,"Sun","no","2_Mist+cloudy",0.64,0.5606,0.94,0.1642,1,9,10,2011-08-14 05:00:00
5313,"8/14/2011",3,0,8,6,0,"Sun","no","2_Mist+cloudy",0.64,0.5606,0.94,0.1045,2,4,6,2011-08-14 06:00:00
5314,"8/14/2011",3,0,8,7,0,"Sun","no","2_Mist+cloudy",0.66,0.5909,0.89,0.194,4,20,24,2011-08-14 07:00:00
5315,"8/14/2011",3,0,8,8,0,"Sun","no","2_Mist+cloudy",0.66,0.5909,0.89,0.2836,20,21,41,2011-08-14 08:00:00
5316,"8/14/2011",3,0,8,9,0,"Sun","no","3_Light snow/rain",0.66,0.5909,0.89,0.2836,27,76,103,2011-08-14 09:00:00
5317,"8/14/2011",3,0,8,10,0,"Sun","no","1_clear",0.7,0.6667,0.79,0.2239,67,116,183,2011-08-14 10:00:00
5318,"8/14/2011",3,0,8,11,0,"Sun","no","1_clear",0.7,0.6667,0.79,0.194,81,117,198,2011-08-14 11:00:00
5319,"8/14/2011",3,0,8,12,0,"Sun","no","2_Mist+cloudy",0.7,0.6667,0.79,0.2239,98,183,281,2011-08-14 12:00:00
5320,"8/14/2011",3,0,8,13,0,"Sun","no","1_clear",0.72,0.697,0.74,0.2537,144,233,377,2011-08-14 13:00:00
5321,"8/14/2011",3,0,8,14,0,"Sun","no","1_clear",0.74,0.697,0.7,0.194,126,244,370,2011-08-14 14:00:00
5322,"8/14/2011",3,0,8,15,0,"Sun","no","1_clear",0.74,0.697,0.66,0.194,128,203,331,2011-08-14 15:00:00
5323,"8/14/2011",3,0,8,16,0,"Sun","no","1_clear",0.74,0.697,0.66,0.1642,116,176,292,2011-08-14 16:00:00
5324,"8/14/2011",3,0,8,17,0,"Sun","no","1_clear",0.76,0.7121,0.62,0.1343,133,196,329,2011-08-14 17:00:00
5325,"8/14/2011",3,0,8,18,0,"Sun","no","1_clear",0.74,0.697,0.66,0.1642,125,222,347,2011-08-14 18:00:00
5326,"8/14/2011",3,0,8,19,0,"Sun","no","1_clear",0.72,0.697,0.74,0.2239,75,184,259,2011-08-14 19:00:00
5327,"8/14/2011",3,0,8,20,0,"Sun","no","1_clear",0.7,0.6667,0.84,0.1642,67,126,193,2011-08-14 20:00:00
5328,"8/14/2011",3,0,8,21,0,"Sun","no","3_Light snow/rain",0.6,0.5455,0.88,0.4925,51,104,155,2011-08-14 21:00:00
5329,"8/14/2011",3,0,8,22,0,"Sun","no","3_Light snow/rain",0.6,0.5455,0.88,0.4925,14,25,39,2011-08-14 22:00:00
5330,"8/14/2011",3,0,8,23,0,"Sun","no","3_Light snow/rain",0.6,0.5606,0.83,0,5,22,27,2011-08-14 23:00:00
5331,"8/15/2011",3,0,8,0,0,"mon","yes","3_Light snow/rain",0.6,0.5455,0.88,0.0896,7,18,25,2011-08-15 00:00:00
5332,"8/15/2011",3,0,8,1,0,"mon","yes","2_Mist+cloudy",0.6,0.5455,0.88,0.1343,1,9,10,2011-08-15 01:00:00
5333,"8/15/2011",3,0,8,2,0,"mon","yes","2_Mist+cloudy",0.6,0.5606,0.83,0,0,3,3,2011-08-15 02:00:00
5334,"8/15/2011",3,0,8,3,0,"mon","yes","1_clear",0.6,0.5606,0.83,0.194,1,6,7,2011-08-15 03:00:00
5335,"8/15/2011",3,0,8,4,0,"mon","yes","1_clear",0.6,0.5606,0.83,0.1343,1,4,5,2011-08-15 04:00:00
5336,"8/15/2011",3,0,8,5,0,"mon","yes","2_Mist+cloudy",0.6,0.5455,0.88,0.194,3,14,17,2011-08-15 05:00:00
5337,"8/15/2011",3,0,8,6,0,"mon","yes","1_clear",0.6,0.5455,0.88,0.2537,3,87,90,2011-08-15 06:00:00
5338,"8/15/2011",3,0,8,7,0,"mon","yes","1_clear",0.6,0.5455,0.88,0.2537,10,248,258,2011-08-15 07:00:00
5339,"8/15/2011",3,0,8,8,0,"mon","yes","1_clear",0.64,0.5909,0.78,0.3284,29,326,355,2011-08-15 08:00:00
5340,"8/15/2011",3,0,8,9,0,"mon","yes","1_clear",0.64,0.5909,0.78,0.3284,52,170,222,2011-08-15 09:00:00
5341,"8/15/2011",3,0,8,10,0,"mon","yes","1_clear",0.68,0.6364,0.69,0.2836,54,87,141,2011-08-15 10:00:00
5342,"8/15/2011",3,0,8,11,0,"mon","yes","2_Mist+cloudy",0.72,0.6818,0.62,0.2537,41,112,153,2011-08-15 11:00:00
5343,"8/15/2011",3,0,8,12,0,"mon","yes","1_clear",0.74,0.6818,0.58,0.2836,62,116,178,2011-08-15 12:00:00
5344,"8/15/2011",3,0,8,13,0,"mon","yes","1_clear",0.78,0.7121,0.52,0.2836,53,140,193,2011-08-15 13:00:00
5345,"8/15/2011",3,0,8,14,0,"mon","yes","1_clear",0.74,0.6818,0.55,0.0896,56,95,151,2011-08-15 14:00:00
5346,"8/15/2011",3,0,8,15,0,"mon","yes","3_Light snow/rain",0.74,0.6818,0.55,0.2985,49,133,182,2011-08-15 15:00:00
5347,"8/15/2011",3,0,8,16,0,"mon","yes","1_clear",0.74,0.6818,0.55,0.3284,58,225,283,2011-08-15 16:00:00
5348,"8/15/2011",3,0,8,17,0,"mon","yes","1_clear",0.74,0.6667,0.51,0.2836,59,471,530,2011-08-15 17:00:00
5349,"8/15/2011",3,0,8,18,0,"mon","yes","1_clear",0.7,0.6515,0.65,0.194,70,413,483,2011-08-15 18:00:00
5350,"8/15/2011",3,0,8,19,0,"mon","yes","1_clear",0.7,0.6515,0.65,0,54,343,397,2011-08-15 19:00:00
5351,"8/15/2011",3,0,8,20,0,"mon","yes","1_clear",0.66,0.6212,0.74,0.1343,45,240,285,2011-08-15 20:00:00
5352,"8/15/2011",3,0,8,21,0,"mon","yes","1_clear",0.66,0.6212,0.65,0.194,34,150,184,2011-08-15 21:00:00
5353,"8/15/2011",3,0,8,22,0,"mon","yes","1_clear",0.66,0.6212,0.69,0.2537,22,76,98,2011-08-15 22:00:00
5354,"8/15/2011",3,0,8,23,0,"mon","yes","1_clear",0.64,0.6061,0.69,0.2239,11,77,88,2011-08-15 23:00:00
5355,"8/16/2011",3,0,8,0,0,"tue","yes","1_clear",0.64,0.6061,0.69,0.1045,8,23,31,2011-08-16 00:00:00
5356,"8/16/2011",3,0,8,1,0,"tue","yes","1_clear",0.64,0.6061,0.69,0.1642,4,12,16,2011-08-16 01:00:00
5357,"8/16/2011",3,0,8,2,0,"tue","yes","1_clear",0.62,0.5909,0.73,0.2239,1,3,4,2011-08-16 02:00:00
5358,"8/16/2011",3,0,8,3,0,"tue","yes","1_clear",0.62,0.5909,0.73,0.2239,1,5,6,2011-08-16 03:00:00
5359,"8/16/2011",3,0,8,4,0,"tue","yes","1_clear",0.64,0.6061,0.69,0.2985,0,5,5,2011-08-16 04:00:00
5360,"8/16/2011",3,0,8,5,0,"tue","yes","1_clear",0.62,0.5909,0.73,0.2836,1,29,30,2011-08-16 05:00:00
5361,"8/16/2011",3,0,8,6,0,"tue","yes","1_clear",0.62,0.5909,0.73,0.3284,4,115,119,2011-08-16 06:00:00
5362,"8/16/2011",3,0,8,7,0,"tue","yes","1_clear",0.64,0.6061,0.69,0.2537,18,328,346,2011-08-16 07:00:00
5363,"8/16/2011",3,0,8,8,0,"tue","yes","1_clear",0.7,0.6515,0.58,0.4478,24,417,441,2011-08-16 08:00:00
5364,"8/16/2011",3,0,8,9,0,"tue","yes","1_clear",0.68,0.6364,0.61,0.2836,27,171,198,2011-08-16 09:00:00
5365,"8/16/2011",3,0,8,10,0,"tue","yes","1_clear",0.7,0.6515,0.58,0.3881,28,83,111,2011-08-16 10:00:00
5366,"8/16/2011",3,0,8,11,0,"tue","yes","1_clear",0.74,0.6667,0.51,0.2239,40,110,150,2011-08-16 11:00:00
5367,"8/16/2011",3,0,8,12,0,"tue","yes","1_clear",0.76,0.6818,0.48,0.3284,42,120,162,2011-08-16 12:00:00
5368,"8/16/2011",3,0,8,13,0,"tue","yes","1_clear",0.76,0.6818,0.48,0.2985,45,147,192,2011-08-16 13:00:00
5369,"8/16/2011",3,0,8,14,0,"tue","yes","1_clear",0.76,0.6818,0.45,0.4179,65,117,182,2011-08-16 14:00:00
5370,"8/16/2011",3,0,8,15,0,"tue","yes","1_clear",0.8,0.7121,0.41,0.2985,36,123,159,2011-08-16 15:00:00
5371,"8/16/2011",3,0,8,16,0,"tue","yes","1_clear",0.8,0.7121,0.41,0.2239,55,248,303,2011-08-16 16:00:00
5372,"8/16/2011",3,0,8,17,0,"tue","yes","1_clear",0.76,0.6818,0.45,0.3284,75,525,600,2011-08-16 17:00:00
5373,"8/16/2011",3,0,8,18,0,"tue","yes","1_clear",0.76,0.6818,0.45,0.2239,54,516,570,2011-08-16 18:00:00
5374,"8/16/2011",3,0,8,19,0,"tue","yes","1_clear",0.74,0.6667,0.48,0.194,56,320,376,2011-08-16 19:00:00
5375,"8/16/2011",3,0,8,20,0,"tue","yes","1_clear",0.74,0.6667,0.51,0,48,232,280,2011-08-16 20:00:00
5376,"8/16/2011",3,0,8,21,0,"tue","yes","1_clear",0.72,0.6667,0.54,0,38,177,215,2011-08-16 21:00:00
5377,"8/16/2011",3,0,8,22,0,"tue","yes","1_clear",0.7,0.6515,0.61,0,31,121,152,2011-08-16 22:00:00
5378,"8/16/2011",3,0,8,23,0,"tue","yes","1_clear",0.66,0.6212,0.65,0.1343,20,57,77,2011-08-16 23:00:00
5379,"8/17/2011",3,0,8,0,0,"wed","yes","1_clear",0.66,0.6212,0.69,0.0896,8,16,24,2011-08-17 00:00:00
5380,"8/17/2011",3,0,8,1,0,"wed","yes","1_clear",0.64,0.6061,0.73,0.1642,2,12,14,2011-08-17 01:00:00
